text,label,language,text_len,emo_label,pos,neg,neu,compound
 Des rêves bien nul,2.6,French,4,1,0.0,0.0,1.0,0.0
 Ouiiiii,1.8,French,1,1,0.0,0.0,1.0,0.0
🎲 Petit jeu du Dimanche: 😈 • Envoyez-moi vos belles queues (bien droites!) en photos/vidéos et je noterais sur /10 !! 🍆🔥,4.0,French,22,1,0.0,0.0,1.0,0.0
 tu te lave les mains avec du savons solide,1.25,French,9,1,0.0,0.0,1.0,0.0
Prochaine destination de mes vacances c’est la Croatie c’est beaucoup trop beau,3.0,French,12,1,0.0,0.0,1.0,0.0
 C'est la fin 😭,1.2,French,4,1,0.0,0.0,1.0,0.0
Donarumma que du bluff on vous a dit navas !,2.25,French,10,1,0.0,0.0,1.0,0.0
  Vous les renvoyez au bled ?,1.25,French,6,1,0.0,0.0,1.0,0.0
 Oh que oui. Je peins à l'huile et fréquemment je refais mes toiles.,3.75,French,13,1,0.0,0.0,1.0,0.0
vous dormez?,1.8,French,2,1,0.0,0.0,1.0,0.0
 Ca a bien changé 😊,1.6,French,5,1,0.0,0.0,1.0,0.0
  Ça fait froid dans dos….,2.0,French,5,1,0.0,0.0,1.0,0.0
 *banane prend du pop corn dans le paquet* -j'ai une idée pour sortir ! Mais c'est très risqué !,2.75,French,19,1,0.0,0.0,1.0,0.0
ça critique mais gros t’arrives même pas à mon niveau,2.6,French,10,1,0.0,0.0,1.0,0.0
#NowPlaying Sylvie - FIL 3 ° semaine de Carême FIL 3 ° semaine de Carême,1.3333333333333333,French,15,1,0.0,0.0,1.0,0.0
 mdrrrr j’ai eu peur justement 😭,2.6,French,6,1,0.0,0.0,1.0,0.0
 Quand je faisais des soirée ça m'arrivait de temps en temps maintenant plus vraiment,3.25,French,14,1,0.0,0.0,1.0,0.0
la seule qui a dead va pour le moment c’est blake jveux rien entendre,2.25,French,14,2,0.0,0.264,0.736,-0.6486
" C'est juste le meilleur film de tout les temps, profite bien de ces 3h !",2.6,French,15,2,0.0,0.121,0.879,-0.2003
" Mais on ne sait même pas qui est cette personne, c'est pourquoi vous la mettez à côté de Herr Sarkozy",1.5,French,20,1,0.0,0.0,1.0,0.0
 bah snif on se croisera peut être,2.0,French,7,1,0.0,0.0,1.0,0.0
 Je suis choqué je croyais qu'il seront renouvelé Les chaines font un gros menage,1.6,French,14,1,0.0,0.0,1.0,0.0
"   On travaille pas avec les fachos. Les petainistes, ça se combat",1.4,French,11,2,0.0,0.194,0.806,-0.34
 C’est un scandale doublé d une honte,1.6,French,7,1,0.0,0.0,1.0,0.0
Débile d'arbitre #OMFCN,1.0,French,3,1,0.0,0.0,1.0,0.0
"  va voir en Hongrie ton pote le priol, toi fils de pute",2.0,French,12,1,0.0,0.0,1.0,0.0
"  En plus on a pas de cap salarial si Russ souscrit son année en option, donc l’année prochaine sent pas meilleur",1.5,French,21,1,0.0,0.0,1.0,0.0
"je m’ennuie, qui veut rp avec moi?",2.4,French,7,1,0.0,0.0,1.0,0.0
  ch,1.0,French,1,1,0.0,0.0,1.0,0.0
"on a le choix entre une raciste et un qui veut tuer les pauvres à la tâche, je m’abstiens",2.0,French,19,1,0.0,0.0,1.0,0.0
 Jtjr ils ont tout,1.4,French,4,2,0.0,0.333,0.667,-0.128
Merci  pour cette interview #FrAgTw de  a #France3Auvergne😇 ,1.25,French,8,1,0.0,0.0,1.0,0.0
 Non le but c’est l’erreur de l’axe si il était à la place de chancel il allait dégagé le ballon de la tête,1.0,French,23,1,0.0,0.0,1.0,0.0
 Un vrai programme pour les présidentielles ça prend du temps madame,1.4,French,11,1,0.0,0.0,1.0,0.0
Il y a rien de pire que ce sentir utiliser,2.8,French,10,1,0.0,0.0,1.0,0.0
"J'apprends des trucs 3 ans plus tard ptdrr, apparemment à une précédente formation ya un boug qui avait flashé sur moi mdr",3.0,French,22,2,0.0,0.156,0.844,-0.5423
 Je dirais ton coin Vénus peut-être le Mont saint Michel,1.6,French,10,1,0.0,0.0,1.0,0.0
  elle asssume pas le calibre jsuis dead,4.25,French,7,2,0.0,0.417,0.583,-0.6486
quelqu’un pour me payer un pass annuel disney svp??,2.0,French,9,1,0.0,0.0,1.0,0.0
 Les dégoûtants 👇 ,1.0,French,3,1,0.0,0.0,1.0,0.0
 un génie mon lolo,2.0,French,4,1,0.0,0.0,1.0,0.0
"Bon, début ou fin de split j'ai toujours des masters dans mes lobby. Il va falloir faire avec j'imagine",1.5,French,19,1,0.058,0.0,0.942,0.0258
 Validé à 200% même,1.5,French,4,1,0.0,0.0,1.0,0.0
 C’est à l’image de son mandat non ? 🤣🤣,1.8,French,9,1,0.0,0.0,1.0,0.0
être la meuf de Walid c vraiment trop compliqué j’hésite à le tromper,4.0,French,13,1,0.0,0.0,1.0,0.0
Bon dimanche après-midi à tous 🙂😘❤ ,1.4,French,6,1,0.0,0.0,1.0,0.0
 Rentre du bois plutôt que faire des photos🤣🤣🤣,3.0,French,8,1,0.0,0.0,1.0,0.0
" Purée, les coquilles. Désolée . ""Cela n'enlève rien â la beauté et à la grandeur du discours""",1.0,French,17,0,0.207,0.0,0.793,0.5267
 Un des meilleur truc du magazine,1.2,French,6,1,0.0,0.0,1.0,0.0
"   C'est quoi ""les valeurs de la France"" ?",1.0,French,8,1,0.0,0.0,1.0,0.0
 C’est toi qui a utilisé cette expression mon reuf mdrr,3.2,French,10,1,0.0,0.0,1.0,0.0
  🤣🤣🤣🤣 Ah je vais dire quoi 😂😂😂😂😂,1.4,French,7,2,0.0,0.333,0.667,-0.4588
 C’est trop beau 😍,1.6,French,4,1,0.0,0.0,1.0,0.0
 c une question MDRR,1.2,French,4,1,0.0,0.0,1.0,0.0
 Elle te rappelle surtout d'où tu viens.,2.8,French,7,1,0.0,0.0,1.0,0.0
 Je fais 70 et je t’assure que je suis grand,3.4,French,10,0,0.25,0.0,0.75,0.4588
 Merci ☺️,1.2,French,2,1,0.0,0.0,1.0,0.0
  Mais tu connais pas la corse et la France dus chnoque,2.2,French,11,1,0.0,0.0,1.0,0.0
"J’ai peur de ne pas avoir mon semestre et du coup mon année, ça hante tt mes nuits",2.4,French,18,1,0.0,0.0,1.0,0.0
J’ai le meilleur tonton de l’univers.👍🏾👍🏾👍🏾,2.25,French,6,1,0.0,0.0,1.0,0.0
Faut je guette l'épisode de moon knight déjà que le 3 était un classique celui là j'ai trop des attentes de fou,1.5,French,22,1,0.0,0.0,1.0,0.0
 Pourquoi c'est le coco qui cogne le pov' ricain ? Un message caché ? On vous voit madame  .,1.6,French,19,1,0.0,0.0,1.0,0.0
"[02/01 19h] nous puissions parvenir par sa Passion et par sa Croix, à la gloire de sa Résurrection.",1.0,French,18,0,0.158,0.0,0.842,0.4588
Ça y est. Ma vie n'a plus de sens. J'ai fini Haikyuu.,3.25,French,12,1,0.0,0.0,1.0,0.0
  Je te dis😂😂😂 intention naye dans cette histoire nazo comprendre yango te,1.0,French,12,1,0.0,0.0,1.0,0.0
 Merci ❤️❤️ faites bien attention en traversant la route,2.2,French,9,1,0.0,0.0,1.0,0.0
 J’ai déjà debattu de ca sous d’aitres tweets flemme de recommencer,2.6,French,11,1,0.0,0.0,1.0,0.0
Je l’appel et il nie les faits 😭 ,3.75,French,8,1,0.0,0.0,1.0,0.0
Ça devient embêtant la,1.6,French,4,1,0.0,0.0,1.0,0.0
"Il allait bientôt enchaîner les festivals et bien profiter de son succès, 20ans seulement, l’homme n’est rien.",1.25,French,17,0,0.219,0.0,0.781,0.4939
 yepp il est pas mal j’écoute souvent language crypté,1.5,French,9,1,0.0,0.0,1.0,0.0
  Mdr pas ça mais moi on me manque pas du respect wsh,2.6,French,12,0,0.22,0.0,0.78,0.4767
Le plus bel âge,1.0,French,4,1,0.0,0.0,1.0,0.0
    Il y a pas de soucis Après je suis en aucun cas ton frérot,2.4,French,14,1,0.0,0.0,1.0,0.0
Mon bac en langues ça va être un gag,4.25,French,9,2,0.0,0.231,0.769,-0.34
 waahhh en vrai ça fait que 1 par mois,2.6,French,9,1,0.0,0.0,1.0,0.0
"  Je veux bien 3afak, si tu as des sfenj ? Ce serai parfait",3.75,French,13,1,0.0,0.0,1.0,0.0
par contre mes parents qui saigne du pink depuis quelque jour j’en est rat là casquettes,4.0,French,16,1,0.0,0.0,1.0,0.0
HB à la légende ,2.25,French,4,1,0.0,0.0,1.0,0.0
Ma vie ne cessera donc jamais d’être une titanesque plaisanterie,3.6,French,10,1,0.0,0.0,1.0,0.0
Je sens déjà le seum arriver,1.6,French,6,1,0.0,0.0,1.0,0.0
 Un cas ne fait pas une tendance (d'où l'ineptie de rester scotché sur cette affaire). Et elle a été libérée par le président,1.0,French,23,1,0.0,0.0,1.0,0.0
 il m’a @ tu veux quoi. jalou,3.0,French,7,1,0.0,0.0,1.0,0.0
" Je vais lire ton article et j'espère que tu liras le mien, c'est très instructif. ",2.0,French,15,1,0.0,0.0,1.0,0.0
 sksjjsie c un ptit délire je t’expliquerai,2.75,French,7,1,0.0,0.0,1.0,0.0
" Plus que le temps, celui qui pousse à se mentir",1.4,French,10,1,0.0,0.0,1.0,0.0
Des fois je me dis heureusement que je suis un flan,1.6,French,11,1,0.0,0.0,1.0,0.0
    tranquille c'est rien,1.8,French,3,1,0.0,0.0,1.0,0.0
 Qui sont les deux premiers gars ? Je crois que j'ai trouvé mes époux.... 😍,3.6,French,15,1,0.0,0.0,1.0,0.0
 Toujours présent si tu veux,3.25,French,5,1,0.0,0.0,1.0,0.0
"Avec des coussins ""maison"" pour s'agenouiller... ",2.0,French,6,1,0.0,0.0,1.0,0.0
 La pire de toutes,1.6,French,4,1,0.0,0.0,1.0,0.0
 Je suis accroc mdr ! Jsuis content que tout le monde regarde pas... C'est pour l'élite,2.4,French,16,2,0.0,0.113,0.887,-0.2003
 Cette frustration,2.2,French,2,2,0.0,0.756,0.244,-0.4767
déjà le truk e maxi moche mai la si i a rien dedan,2.25,French,13,1,0.0,0.0,1.0,0.0
 Oui oui,1.0,French,2,1,0.0,0.0,1.0,0.0
 J'étais en regle mais il n'y avait aucune preuve.,2.8,French,9,1,0.0,0.0,1.0,0.0
 Pourtant y’a eu des week-ends où il était là... Le dimanche plus rien,2.8,French,13,1,0.0,0.0,1.0,0.0
 mais c'est tellement bien glfkfkfk,2.8,French,5,1,0.0,0.0,1.0,0.0
Grâce à la recommandation de ,2.75,French,5,1,0.0,0.0,1.0,0.0
 Bh il vient déjà mdrrr il est aller chercher nos places hier,1.6,French,12,1,0.0,0.0,1.0,0.0
 C'est dépassé elfo!,1.2,French,3,1,0.0,0.0,1.0,0.0
Sum elle m’a laisser juste pour pas je paye 50e le parking,2.75,French,12,1,0.0,0.0,1.0,0.0
 Va y envoie bg!!,3.2,French,4,1,0.0,0.0,1.0,0.0
 C’est trop drôle ptdrrr,1.75,French,4,1,0.0,0.0,1.0,0.0
  Elle Palestine malgache hun son akpoumgbo est salaire même,2.0,French,9,1,0.0,0.0,1.0,0.0
 C'est quoi cette horreur 😱 😱,1.4,French,6,1,0.0,0.0,1.0,0.0
d fois g peur kon break le mutual avc moi,3.333333333333333,French,10,1,0.0,0.0,1.0,0.0
jss trop heureuse avec mon copain,4.6,French,6,1,0.0,0.0,1.0,0.0
 T'es supporter du barca ou de Messi?,2.0,French,7,0,0.259,0.0,0.741,0.2732
DIRECT 🇬🇧 Attaque au couteau à Manchester : la police annonce qu'il s'agit d'un acte terroriste. ,1.0,French,16,1,0.0,0.0,1.0,0.0
 g vu la vidéo d'une meuf qui se le faisait faire et qui a mm pas cligné des yeux lol,3.4,French,20,0,0.141,0.0,0.859,0.4215
   🙄🙄 là c'est la mort,2.2,French,5,1,0.0,0.0,1.0,0.0
  A deux doigts d’organiser une flashmob,1.6,French,6,1,0.0,0.0,1.0,0.0
Envie de glisser une bonne bite entre mes mamelons. Qui vient ? ,4.5,French,12,1,0.0,0.0,1.0,0.0
#anadoc problématique de la sous évaluation en question! ,1.0,French,8,1,0.0,0.0,1.0,0.0
Témoignage de Jérémy un jeune gay jeté à la rue par le Refuge ,2.0,French,13,1,0.0,0.0,1.0,0.0
 réécoute t vocaux d’hier toi,2.75,French,5,1,0.0,0.0,1.0,0.0
 Mdrrr bien vu moi c juste j’ai la flemme de faire les lacées lol,1.8,French,14,0,0.189,0.0,0.811,0.4215
"demain, priorité de santé publique svpp",1.0,French,6,1,0.0,0.0,1.0,0.0
 (*b • ω • )b,3.0,French,5,1,0.0,0.0,1.0,0.0
À 25 balais je pensais être millionnaire,1.2,French,7,1,0.0,0.0,1.0,0.0
 j’espère que,1.25,French,2,1,0.0,0.0,1.0,0.0
 😭,1.0,French,1,1,0.0,0.0,0.0,0.0
  bonsoir,1.4,French,1,1,0.0,0.0,1.0,0.0
pourquoi ça serait pas nous ?,2.2,French,6,1,0.0,0.0,1.0,0.0
France-Argentine ct le plus beau match des bleus jveux rien savoir,1.4,French,11,1,0.0,0.0,1.0,0.0
 Je vais mentionner son cousin et son frère faut que la vérité éclate,1.8,French,13,1,0.0,0.0,1.0,0.0
 Un peu nostalgique tout ça ,1.2,French,5,2,0.0,0.273,0.727,-0.128
 Mais tu veux quoi toi ?,1.8,French,6,1,0.0,0.0,1.0,0.0
  Qu il commence par ses Doubab,1.25,French,6,1,0.0,0.0,1.0,0.0
 Owi je peut venir ? 👉👈,3.8,French,6,1,0.0,0.0,1.0,0.0
   « rue jean macé » j’ai pensé à toi en voyant la vidéo de MV,3.2,French,15,1,0.0,0.0,1.0,0.0
 Je ne pense pas.,2.25,French,4,1,0.0,0.0,1.0,0.0
Je pense que y’a entre 20 et 25 centimètres de neige chez moi c’était juste pour vous dire (??? Lundi il faisait 17 degrés),1.0,French,24,2,0.0,0.133,0.867,-0.5484
"«Quand une minorité dicte la norme commune, c’est qu’il est déjà trop tard pour la démocratie»  via ",1.0,French,17,2,0.0,0.179,0.821,-0.5423
« en vrai j’ai écouté ce qu’ils faisaient bigflo et oli c’est grave bien en fait ! » PUTAIN MAIS ÇA FAIT 1 AN JTE LE DIS,2.4,French,27,2,0.0,0.116,0.884,-0.4389
 Tu joues où ?,3.2,French,4,1,0.0,0.0,1.0,0.0
  Quelle comparaison du haut niveau,1.4,French,5,1,0.0,0.0,1.0,0.0
La seule fois que ninho a perdu un feat c’est contre une guitare 🎸 ,1.25,French,14,1,0.0,0.0,1.0,0.0
"C'est drôle, les hommes.",2.0,French,4,1,0.0,0.0,1.0,0.0
  C pas a moi que faut le dire,2.0,French,8,2,0.0,0.375,0.625,-0.4588
Vous faites comme vous voulez moi je rends mon tablier😂. Bonne année à tous 🤣 ,1.5,French,15,1,0.0,0.0,1.0,0.0
"       Pas grave, ils ne sont que 85000",2.4,French,7,2,0.0,0.302,0.698,-0.3818
  Il était trop cool en plus ptdr ça l'a mis grave mal et la prof de moyenne section a raconté à mes parents,3.2,French,23,2,0.096,0.109,0.795,-0.0772
" Absurde que l'on retrouve ici, et qui sert aussi dans cette culture du cancel",2.0,French,14,2,0.0,0.133,0.867,-0.25
Vous êtes trop mignon ceux qui sont en pré blocus depuis hier déjà hahaha,2.0,French,14,0,0.217,0.0,0.783,0.5574
« Vous savez derrière notre business plan enfant décédé/productivité il y aussi un petit cœur qui bat » ,1.2,French,18,1,0.0,0.0,1.0,0.0
" ""Prendre indignation"" ????....dites ""s'indigner"" et vous vous ferez mieux comprendre des humains...",1.6,French,12,2,0.0,0.284,0.716,-0.6553
 je parle de la distribution là pas du style,1.6,French,9,1,0.0,0.0,1.0,0.0
  totalement inacceptable. Tant d'ineptie de la part d'un soit disant journaliste est insupportable😡,1.25,French,13,1,0.0,0.0,1.0,0.0
À partir de combien de morts ces pratiques font-elles système ? #CedricChouviat ,1.4,French,12,1,0.0,0.0,1.0,0.0
  C'est hideux,2.0,French,2,1,0.0,0.0,1.0,0.0
 Oui,1.5,French,1,1,0.0,0.0,1.0,0.0
J donnerai tout pour avoir accès à mon ancien compte mabimbo mais j me rappelle ni du mot de passe ni de l’adresse email ugh,2.8,French,25,2,0.0,0.177,0.823,-0.5106
"  Voilà ce que ça donne, de ne pas faire caca assez régulièrement...",3.25,French,12,1,0.0,0.0,1.0,0.0
#bonjour La route du #bonheur avec de beaux #arbres symbole de vie. #zen_attitude #BaladeSympa #ligue_des_optimistes ,1.2,French,15,1,0.0,0.0,1.0,0.0
"Ok j'me suis trouvé un but dans la vie, allez à Bora Bora 🏝",2.0,French,14,0,0.127,0.0,0.873,0.1531
  Merci beaucoup Celeste ! 😍❤️🙏🏼 ,2.0,French,5,1,0.0,0.0,1.0,0.0
 😂😂😂 elle veut nous mettre dans film...,1.25,French,7,1,0.0,0.0,1.0,0.0
 Le gars c'est une pute,3.2,French,5,1,0.0,0.0,1.0,0.0
"un dernier pour moi, car le dodo m’attend. c’était si beau de voir la Twitter fam aussi unis comme ça🤍 #BellCause",2.4,French,21,1,0.0,0.0,1.0,0.0
Bon j’ai eu 10 points qui fait pire ?,2.25,French,9,1,0.0,0.0,1.0,0.0
 C’est peu dire !!,1.2,French,4,2,0.0,0.544,0.456,-0.555
L’enregistrement avec la gagnante du #mpplaneteschallenge aura lieu Samedi 🔺,1.0,French,10,1,0.0,0.0,1.0,0.0
 c'est pas trop mal pour lui.,2.2,French,6,1,0.0,0.0,1.0,0.0
🕹😱 Ouch ! Début du fail sur #CuisineRoyale dans 5min !!  #wizebot #twitch #TwitchFR,1.0,French,14,2,0.0,0.267,0.733,-0.6571
Je pensais qu'il y avait un concert de sia 😭#SIA2020,1.4,French,10,1,0.0,0.0,1.0,0.0
 Oh bordel.... pourquoi tu te fais autant de mal ?!?!! 😭,3.0,French,11,1,0.0,0.0,1.0,0.0
 Darius garland (Ouais Jsui pas objectif et alors )Hahaha mais objectivement sûrement zion,1.4,French,13,1,0.0,0.0,1.0,0.0
la musique “blackout” elle fait fondre mon ptit cœur 🤧,2.6,French,10,1,0.0,0.0,1.0,0.0
Sinon le premier zénith de  c’était y a 3 ans ✨ 08/04/2016 - Tlse #cestbanpourvous,1.0,French,15,1,0.0,0.0,1.0,0.0
Le 50ème anniversaire d’AMD sera honoré avec des pièces spéciales Ryzen et Radeon VII ,1.0,French,14,1,0.0,0.0,1.0,0.0
"  Mediapart, ce n'est plus du journalisme, même polémique, mais des jugements doctrinaires, dommage !",1.2,French,14,1,0.0,0.0,1.0,0.0
Bon jv prendr ma petite douche et me mettre gentillement dans mon bed,4.6,French,13,2,0.0,0.172,0.828,-0.3612
 Essaye au maximum de penser à Allah tu verras sa partiras tout seul InShAllah,2.8,French,14,2,0.0,0.111,0.889,-0.128
Mais celui de ma grand mère guyanaise est le meilleur donc on peut dire que c'est vrai,3.2,French,17,1,0.143,0.143,0.714,0.0
 tu rates quelque chose,1.75,French,4,1,0.0,0.0,1.0,0.0
 Je savais t’allai dire ça mdrr,2.4,French,6,2,0.0,0.375,0.625,-0.4588
Une star américaine de l'intelligence artificielle veut faire de Toulouse une référence mondiale #Toulouse ,1.2,French,14,1,0.0,0.0,1.0,0.0
Les tweets de Teresa pendant son époque directionner me fument d’une force,2.333333333333333,French,12,1,0.0,0.0,1.0,0.0
"Je suis tellement peu souvent en arrêt que je ne sais pas ce que je dois faire de ma journée, mis à part attendre la mort",3.4,French,26,1,0.0,0.0,1.0,0.0
Demain je regarde l’oav avec lauryn,2.8,French,6,1,0.0,0.0,1.0,0.0
Cam pilleuse blanche,1.6666666666666667,French,3,1,0.0,0.0,1.0,0.0
 Le tien est célibataire,3.2,French,4,1,0.0,0.0,1.0,0.0
 sa pote elle a dit «surtout quand le bébé il pleure » mdrrr mais va te faire foutre wesh,3.6,French,19,1,0.0,0.0,1.0,0.0
Coaching par des sportifs : Même les start-up et les PME s'y mettent ! 🥊🏉#Management  ,1.0,French,15,1,0.0,0.0,1.0,0.0
  Bien long jsuis meme pas a jour,1.6,French,7,1,0.0,0.0,1.0,0.0
J’aimerai faire pause pour pouvoir dormir 24h,2.2,French,7,1,0.0,0.0,1.0,0.0
 C'est celui qui le dit qui l'est 🤙 #SUGA,1.8,French,9,1,0.0,0.0,1.0,0.0
"mais mdr, comment voulez vous que j’lui en parle si elle me réponds tout les 2jours",3.0,French,16,2,0.0,0.091,0.909,-0.128
"Y a une meuf qui a posté son twerk, c’est une ancienne pote à moi. Et je m’attendais à TOUT sauf à ça, mince alors.",4.4,French,25,2,0.0,0.11,0.89,-0.3034
"Ça sert à rien d'me mentir, car j'lis trop bien dans tes yeux.",2.2,French,13,1,0.0,0.0,1.0,0.0
 Bon courage jolie mémé avec des cernes,2.0,French,7,0,0.348,0.0,0.652,0.4939
 Ptdr je sais je sais 😕,2.4,French,6,1,0.0,0.0,1.0,0.0
En + le temps est joli,1.2,French,6,1,0.0,0.0,1.0,0.0
« En France il n'y a pas de justice pour les animaux. » La vérité sur la mort de Chevelu le chat  via ,1.0,French,23,0,0.152,0.0,0.848,0.5267
pas interessante mais très sympa c’est déjà ça,2.4,French,8,1,0.0,0.0,1.0,0.0
   je vais continuer merci théophile ! j’ai trop peur que ça me tombe dessus mdrrr (mercii valouche ❤️),3.6,French,18,1,0.0,0.0,1.0,0.0
Sayer j'ai craqué j'ai ft la boule j'ai coupe ma barbe psq ya des jaloux qui pensent je mets de l'huile de ricin !,3.0,French,24,1,0.0,0.0,1.0,0.0
"  ptdr mon reuf, entre toi et moi, est ce que cette cate existe dans ufc ?",1.75,French,16,1,0.0,0.0,1.0,0.0
Je suis en train de me demander ce qui se passe si on met un cookie préparé au micro onde (vous savez les carrés la qu'on met au four),1.6,French,29,1,0.0,0.0,1.0,0.0
  Y’a un début à tout j’croi yen a il vont se foutre à l’EMPIRE bientôt,1.5,French,15,2,0.0,0.12,0.88,-0.128
  mdrrrrrr sacrément révolté,1.25,French,3,1,0.0,0.0,1.0,0.0
" ""tournoi amateur des nuls"" XD jem",1.4,French,6,0,0.476,0.0,0.524,0.6739
 c fait !!,1.4,French,3,1,0.0,0.0,1.0,0.0
" Des grands aller-retour, des détours pour se faire casser la gueule par un boug pratiquement aveugle sans ses lunettes ☠️☠️",2.4,French,20,1,0.0,0.0,1.0,0.0
 Go ahead sur,1.0,French,3,1,0.0,0.0,1.0,0.0
Pk moi genre j’ai pas un mec de ma miff qui est footballeur pro mdr ça serai incroyable,3.0,French,18,1,0.0,0.0,1.0,0.0
 Les filles qui lâche des « mdrr t trop méchant 😭😭 » quand un gars tacle une meuf c’est des vraies suceuses c grave,2.5,French,24,2,0.0,0.12,0.88,-0.3818
" comment vous faites, wesh moi je dors pas jpeuux pas, genre je me reveille en milieu de la nuit en revant de bouffe!!",3.0,French,23,1,0.0,0.0,1.0,0.0
  Qd j'dit t'as des vieux gouts c réel vrmt t l'mec qu'a les moins bon gouts sur cette terre,2.6666666666666665,French,19,1,0.0,0.0,1.0,0.0
 Trop bien réalisé 😂😂😂😭,2.0,French,4,1,0.0,0.0,1.0,0.0
" Chemise à carreaux, c'est carré bro",2.6,French,6,1,0.0,0.0,1.0,0.0
Albert Bernard Bongo doit être élevé au Panthéon des grands résistants français qui ont combattu les indépendances africaines.,1.0,French,18,1,0.0,0.0,1.0,0.0
Complètement taré celle là ma parole elle est atteinte de perversion narcissique,3.8,French,12,2,0.0,0.173,0.827,-0.3182
😭,1.6666666666666667,French,1,1,0.0,0.0,0.0,0.0
  Merci,1.0,French,1,1,0.0,0.0,1.0,0.0
Le clip est bien évidemment en cours de visionnage sur le YouTube de la TV du salon.,1.8,French,17,1,0.0,0.0,1.0,0.0
"Yop, vous savez ce qui est pire qu'un bébé dans une poubelle ???",1.5,French,13,1,0.0,0.0,1.0,0.0
"son score sur snaps il augment trop la, j’aime pas ça",3.0,French,11,1,0.0,0.0,1.0,0.0
Quelle idée de m’endormir avec les cheveux mouillés srx,2.25,French,9,1,0.0,0.0,1.0,0.0
Ayaya les ex du lycée sur les sites coquins,3.75,French,9,1,0.0,0.0,1.0,0.0
 Le mien est à l'abandon,1.75,French,5,1,0.0,0.0,1.0,0.0
  En français on appelle cela une gourde isotherme J'en ai une plus une grande tasse,1.4,French,15,1,0.0,0.0,1.0,0.0
" « Élite », les tweets genre « seule l’élite a connu ça » je supporte plus 🙄🙄🙄",2.0,French,17,1,0.0,0.0,1.0,0.0
Premier pari sur la page 🎾 Zverev a été énorme sur ce match et on encaisse. Suivez moi sur les prochains pari ✅,1.0,French,23,1,0.0,0.0,1.0,0.0
 Toi jte calcul mm pas lâcheuse,2.4,French,6,1,0.0,0.0,1.0,0.0
  ça me donne tarpin envie de regarder la BPL mdr,2.0,French,10,1,0.0,0.0,1.0,0.0
" Non, on parle d’argent là!",1.6,French,5,1,0.0,0.0,1.0,0.0
Quelle bonheur 🙏Konbini: Le roman polémique Soumission de Houellebecq va être adapté au cinéma.  via ,1.2,French,15,1,0.0,0.0,1.0,0.0
"  Une règle de trop, bonne décision.",2.0,French,6,1,0.0,0.0,1.0,0.0
 C’est une chèvre !,1.4,French,4,1,0.0,0.0,1.0,0.0
 perso après 20h c mort les devoirs,3.0,French,7,1,0.0,0.0,1.0,0.0
 Mieux que le monteur de Booba,1.6,French,6,1,0.0,0.0,1.0,0.0
Pq c'est si galère de trouver les film en vo,2.0,French,10,1,0.0,0.0,1.0,0.0
moi à mon cours de russe quand la prof va parler en russe ,1.2,French,13,1,0.0,0.0,1.0,0.0
Setien et son affaire de Fati à droite ci. Tsp.,2.5,French,10,1,0.0,0.0,1.0,0.0
Un jour je passerai le cap de t’avoir oublié mais ce n’est pas encore le bon jour,4.4,French,17,1,0.0,0.0,1.0,0.0
"  Un mot sur le préfet Lallemand,? Vous êtes usés prenez vous en à votre hiérarchie pas sur les manifestants .",1.0,French,20,1,0.0,0.0,1.0,0.0
 Je t’ai envoyé un mess en dm ( je crois que c’est en dm),3.25,French,14,2,0.0,0.172,0.828,-0.3612
  t’avais dit qui déjà ? Falcon y,1.5,French,7,1,0.0,0.0,1.0,0.0
"Le ""barrage à l'extrême droite"" était une amie des fascistes. ",1.25,French,10,1,0.0,0.0,1.0,0.0
Disparition et assassinat de journalistes: la DCPJ annonce du progrès dans les enquêtes ouvertes ,1.0,French,14,1,0.0,0.0,1.0,0.0
 Tqt je comprend sinon je suis toujours le 2 ème FR personne ma doublé 😂,2.0,French,15,1,0.0,0.0,1.0,0.0
"La meilleure des publicités, est un client satisfait — Bill Gates",1.4,French,11,1,0.0,0.0,1.0,0.0
 Je tague??😹😹😹,3.6,French,2,1,0.0,0.0,1.0,0.0
  amémmmmm,2.333333333333333,French,1,1,0.0,0.0,1.0,0.0
 Pardon faut dire pour moi 😶 moi jpp,2.0,French,8,2,0.223,0.291,0.485,-0.1779
Être le 5ème SF alors que seulement les 4 premiers sont classés 😢,2.0,French,13,1,0.0,0.0,1.0,0.0
 Pourquoi cette décision alors qu'ils ont battus l'Australie récemment?,1.25,French,9,1,0.0,0.0,1.0,0.0
 Jle suis sur au lit mais ça personne peut savoir,4.0,French,10,1,0.0,0.0,1.0,0.0
 Même les 2011 ils savent wesh,1.8,French,6,1,0.0,0.0,1.0,0.0
 Moi je sais une sieste,2.0,French,5,1,0.0,0.0,1.0,0.0
" aucun n'aurait et non n'auraient bon, erreur ortho inhérent aux tweet",1.0,French,11,1,0.0,0.0,1.0,0.0
 Sur mon dentier ?,2.6,French,4,1,0.0,0.0,1.0,0.0
J’ai l’impression il est 23h c’est pas possible,2.0,French,8,1,0.0,0.0,1.0,0.0
  Tout est de la faute du gouvernement si j’ai bien compris. C’est ballot mais le monde n’est pas manichéen.,1.0,French,19,2,0.0,0.077,0.923,-0.128
 avec moi bien sûr,2.6,French,4,1,0.0,0.0,1.0,0.0
 Mdrr faut prendre ses tétons entre deux mains et se jeter à l’eau madame,3.4,French,14,1,0.0,0.0,1.0,0.0
