,id,VAD,source,text,emotions,split,emotion_model,domain,labeled,annotation_procedure
114718,114718,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"Not enough pizza ordered, so I didn't get any. And it was Pizza Delight too!","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 1, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
113627,113627,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"I never order chips any more due to how unhealthy they are, but getting a burrito from Chipotle or Qdoba doesn't feel right without em","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
50372,50372,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Have you been to California before ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
117134,117134,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@GDGOfficial  what about England??,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
102796,102796,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Ah , I see . The goods description is totally different from what you are expecting , right ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
32751,32751,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,The food isn't bad there .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
23390,23390,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,One goblet of red wine and one bottle of beer please .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
90265,90265,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Yes , I interned with an accounting firm during tax season .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
86062,86062,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I have prepared name cards to be put on the conference table for everyone to sit by . What time would you like to provide the refreshment ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
45623,45623,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,That's true . I should make sure my wife and baby stay healthy during this time .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
52743,52743,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Ok that sounds good . Where shall I meet you ?,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
17662,17662,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"OK , I will register you in our database system . What's your name , please ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
136018,136018,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,just finished YSC runthrough for service! It's gonna be awesome!  - http://tweet.sg,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
146449,146449,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,"I do not want Obama for another 4 years, because he's gonna ruin this country &amp we're gonna be in so much debt #RomneyRyan2012","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 1, 'fear': 0, 'trust': 0, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
4504,4504,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Not at all .,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
148775,148775,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,First two commercials on TV are negative political ads. #election2012 #keepitpositive,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 1, 'fear': 0, 'trust': 0, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
62735,62735,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"That is a good idea , I love it . What time do you think is convenient ?","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
116661,116661,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,NOT a good day. Sigh,"{'joy': 0, 'anger': 0, 'sadness': 1, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
135090,135090,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
79486,79486,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"A twin room , please .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
33100,33100,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I think you have a small fever .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
34999,34999,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,That's not bad .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
54976,54976,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Would you like to talk over a drink ?,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
145415,145415,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,Sending my registration form TODAY! #obama,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': 0, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
115462,115462,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@MILEYCYRUS  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
128642,128642,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"@yumecouk haha, nice wheels. Victoria will be doing her own peddling thankfully, the boys will get the free ride","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
71590,71590,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,It's a butterfly - everyone in her family has one .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
81849,81849,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I am sure I'll enjoy some real chinese food then .,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
84254,84254,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,The most important is that it is very convenient . You know you can browse the website and send E-mails to your customers at any time . Even you can have e-contract with your regular customers .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
51029,51029,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"No , I'm not feeling myself . I just want to check my emails , visit my favorite websites and chat with my friends .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
143197,143197,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Eating a dillybar from DQ! Yuuum,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
145668,145668,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,"@jackwelch DearMrWelch,on what I just read this morning,pls support Obama,he is t better guy in all respects,also WBuffett supports him,kr","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': 0, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
85199,85199,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,It hurts smack in the middle of my gut !,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
94952,94952,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"All right . You need to have an interview with our manager , Mr . McBride . Let's go to his office .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
103375,103375,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,What ’ s the monthly output ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
114277,114277,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Ok..ok...my house needs cleaning...clothes need washing...time to put twitter away for awhile...wahhhh,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
125778,125778,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@MaheshKukreja Welcome!,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 1, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
41559,41559,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"well , I think I was being a little selfish myself . I know they don't get to see each other very often .","{'joy': 0, 'anger': 0, 'sadness': 1, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
144751,144751,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@robertkazinsky so you should. You're a fantastic actor it's about time you got some recognition for it.,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 1, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
91846,91846,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Of course ! Peking Duck is world-famous . I would love to try it .,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
84316,84316,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I am here to get my prescription filled .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
141621,141621,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Happy Mother's Day!,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 1, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
120250,120250,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@thatdude356 someone hates me,"{'joy': 0, 'anger': 1, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
65057,65057,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Generally speaking , food items are difficult to import . Food with the short shelf life is liable to spoil in the time it takes to ship from one place to another . The only food items we import are specialty canned or preserved foods . The shelf life is longer for these products .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
88630,88630,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"I told you the truth . According to the contract , if you fail to honor the contract , we are entitled to cancel it .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
140827,140827,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"@teksone No, I'm in the US for the weekend not the UK","{'joy': 0, 'anger': 0, 'sadness': 1, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
25248,25248,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,A friend told me might find a room here .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
80526,80526,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Yes , I did . I had a fine time .","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
130788,130788,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@rissiapriyahita @zanidia @clarixxxa thanks udah di follow,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
63124,63124,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Uh , nothing much , just went to bed early . I was still tired from Saturday .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
32006,32006,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,There's a bus stop right behind Macy's .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
76822,76822,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,That's good . What's the fee ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
32547,32547,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Did you want anything to drink ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
34061,34061,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"I'm sorry , I overslept .","{'joy': 0, 'anger': 0, 'sadness': 1, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
4146,4146,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,This way please . We offer multiple manicure services here . Do you want a full service ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
140833,140833,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,everyone should listen to Hadouken. they're fun,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
144104,144104,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"@MariahCarey u go Mariah,never listen to the haters  I have been a fan for so long and am so grateful for ur music. Can't wait 4 the album","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 1, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
126271,126271,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@Welshgirl35 Hey  Why thankyou. How's u? x,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
81390,81390,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Very well , we have a couple of different options such as beaches , the wilderness , the countryside or even going to a spa for the weekend .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
89374,89374,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I ’ ll try my best to make a good impression on the interviewer .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
144426,144426,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@dafyddhumphreys I don't see why not,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
105065,105065,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Maybe you can just pay in cash ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
21895,21895,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,That ’ s right ! We apply CPR in the case of cardiac arrest or pulmonary arrest .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
43994,43994,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,What do I talk about ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
66275,66275,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"It's something relative hackers . I often hear people talking about them , but I don't know much about them .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
137822,137822,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,I had so much fun tonight!! But i am soo excited to get home and go to sleep,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
135256,135256,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@ItsNeet Teehee..I know it too!,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
20873,20873,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Balista , I'll have a frappuccino .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
86920,86920,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"3,000 RIB per month .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
25694,25694,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Well , do you want a thong , some bikini briefs , maybe this nice pair of lacy boy shorts ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
8634,8634,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Well , I'd like to pay by cash .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
96272,96272,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Actually , I ’ Ve got something scheduled on Monday.Can she do Tuesday ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
119254,119254,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Arrived safely in San Fran. Disgraced to report that I tossed my cookies. Seems I no longer have the constitution for flying.,"{'joy': 0, 'anger': 0, 'sadness': 1, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
148336,148336,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,@AriDavidUSA @sweetey15 NO!! That's why we DON'T date #Republicans #idiot! WHY do u think they h8 women so much?? TINY DICKS!! #GOPFail,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 1, 'fear': 0, 'trust': 0, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
